Posição,municipio,Estado,População,cidade,uf,pais
1953º,Formoso do Araguaia,Tocantins,18 358,formoso-do-araguaia,to,Brasil
1954º,Indiaroba,Sergipe,18 337,indiaroba,se,Brasil
1955º,Jucurutu,Rio Grande do Norte,18 335,jucurutu,rn,Brasil
1956º,Correntes,Pernambuco,18 327,correntes,pe,Brasil
1957º,Campo do Brito,Sergipe,18 325,campo-do-brito,se,Brasil
1958º,Banabuiú,Ceará,18 313,banabuiu,ce,Brasil
1959º,Estrela de Alagoas,Alagoas,18 304,estrela-de-alagoas,al,Brasil
1960º,Paraibuna,São Paulo,18 302,paraibuna,sp,Brasil
1961º,Maraã,Amazonas,18 298,maraa,am,Brasil
1962º,Luz,Minas Gerais,18 297,luz,mg,Brasil
1963º,Reriutaba,Ceará,18 279,reriutaba,ce,Brasil
1964º,Ladainha,Minas Gerais,18 272,ladainha,mg,Brasil
1965º,Sapucaia,Rio de Janeiro,18 270,sapucaia,rj,Brasil
1966º,Buerarema,Bahia,18 269,buerarema,ba,Brasil
1967º,Matelândia,Paraná,18 266,matelandia,pr,Brasil
1968º,Jussara,Goiás,18 266,jussara,go,Brasil
1969º,Sítio Novo,Maranhão,18 237,sitio-novo,ma,Brasil
1970º,Tartarugalzinho,Amapá,18 217,tartarugalzinho,ap,Brasil
1971º,Rio Maria,Pará,18 208,rio-maria,pa,Brasil
1972º,São Caetano de Odivelas,Pará,18 207,sao-caetano-de-odivelas,pa,Brasil
1973º,Croatá,Ceará,18 201,croata,ce,Brasil
1974º,Messias,Alagoas,18 201,messias,al,Brasil
1975º,Arroio Grande,Rio Grande do Sul,18 185,arroio-grande,rs,Brasil
1976º,Ingá,Paraíba,18 184,inga,pb,Brasil
1977º,Cristinápolis,Sergipe,18 181,cristinapolis,se,Brasil
1978º,Itacarambi,Minas Gerais,18 175,itacarambi,mg,Brasil
1979º,Lagoa Formosa,Minas Gerais,18 168,lagoa-formosa,mg,Brasil
1980º,Presidente Médici,Rondônia,18 165,presidente-medici,ro,Brasil
1981º,São Vicente Férrer,Pernambuco,18 150,sao-vicente-ferrer,pe,Brasil
1982º,Conchas,São Paulo,18 138,conchas,sp,Brasil
1983º,Jaguaretama,Ceará,18 133,jaguaretama,ce,Brasil
1984º,Una,Bahia,18 108,una,ba,Brasil
1985º,Elias Fausto,São Paulo,18 095,elias-fausto,sp,Brasil
1986º,Morro da Fumaça,Santa Catarina,18 095,morro-da-fumaca,sc,Brasil
1987º,São Francisco de Assis,Rio Grande do Sul,18 081,sao-francisco-de-assis,rs,Brasil
1988º,Ourém,Pará,18 079,ourem,pa,Brasil
1989º,Serafina Corrêa,Rio Grande do Sul,18 074,serafina-correa,rs,Brasil
1990º,Manga,Minas Gerais,18 051,manga,mg,Brasil
1991º,São João do Rio do Peixe,Paraíba,18 020,sao-joao-do-rio-do-peixe,pb,Brasil
1992º,Abelardo Luz,Santa Catarina,18 015,abelardo-luz,sc,Brasil
1993º,Bady Bassitt,São Paulo,18 013,bady-bassitt,sp,Brasil
1994º,Rio Pomba,Minas Gerais,18 007,rio-pomba,mg,Brasil
1995º,Regeneração,Piauí,17 979,regeneracao,pi,Brasil
1996º,Presidente Getúlio,Santa Catarina,17 973,presidente-getulio,sc,Brasil
1997º,Pouso Redondo,Santa Catarina,17 965,pouso-redondo,sc,Brasil
1998º,Gonçalves Dias,Maranhão,17 953,goncalves-dias,ma,Brasil
1999º,Belterra,Pará,17 944,belterra,pa,Brasil
2000º,Boqueirão,Paraíba,17 934,boqueirao,pb,Brasil
2001º,Cafelândia,São Paulo,17 917,cafelandia,sp,Brasil
2002º,Jacupiranga,São Paulo,17 911,jacupiranga,sp,Brasil
2003º,Pontalina,Goiás,17 899,pontalina,go,Brasil
2004º,Não-Me-Toque,Rio Grande do Sul,17 886,nao-me-toque,rs,Brasil
2005º,Cerro Azul,Paraná,17 884,cerro-azul,pr,Brasil
2006º,Piaçabuçu,Alagoas,17 868,piacabucu,al,Brasil
2007º,São Paulo do Potengi,Rio Grande do Norte,17 858,sao-paulo-do-potengi,rn,Brasil
2008º,Arinos,Minas Gerais,17 850,arinos,mg,Brasil
2009º,Aporá,Bahia,17 840,apora,ba,Brasil
2010º,Capistrano,Ceará,17 830,capistrano,ce,Brasil
2011º,Severínia,São Paulo,17 820,severinia,sp,Brasil
2012º,Fortuna,Maranhão,17 812,fortuna,ma,Brasil
2013º,Fátima,Bahia,17 801,fatima,ba,Brasil
2014º,Curionópolis,Pará,17 764,curionopolis,pa,Brasil
2015º,Carnaubal,Ceará,17 763,carnaubal,ce,Brasil
2016º,Itariri,São Paulo,17 754,itariri,sp,Brasil
2017º,Cássia,Minas Gerais,17 741,cassia,mg,Brasil
2018º,Belém,Paraíba,17 733,belem,pb,Brasil
2019º,Santana do Cariri,Ceará,17 726,santana-do-cariri,ce,Brasil
2020º,Canapi,Alagoas,17 715,canapi,al,Brasil
2021º,Lagoa da Canoa,Alagoas,17 692,lagoa-da-canoa,al,Brasil
2022º,Potirendaba,São Paulo,17 668,potirendaba,sp,Brasil
2023º,Piranga,Minas Gerais,17 641,piranga,mg,Brasil
2024º,Miracema do Tocantins,Tocantins,17 628,miracema-do-tocantins,to,Brasil
2025º,Pedra Branca do Amapari,Amapá,17 625,pedra-branca-do-amapari,ap,Brasil
2026º,São Miguel do Tapuio,Piauí,17 617,sao-miguel-do-tapuio,pi,Brasil
2027º,Bom Sucesso,Minas Gerais,17 612,bom-sucesso,mg,Brasil
2028º,Seara,Santa Catarina,17 610,seara,sc,Brasil
2029º,Amarante,Piauí,17 609,amarante,pi,Brasil
2030º,Cruz do Espírito Santo,Paraíba,17 599,cruz-do-espirito-santo,pb,Brasil
2031º,Aiuaba,Ceará,17 584,aiuaba,ce,Brasil
2032º,Apicum-Açu,Maranhão,17 582,apicum-acu,ma,Brasil
2033º,Ourolândia,Bahia,17 567,ourolandia,ba,Brasil
2034º,Terra Roxa,Paraná,17 562,terra-roxa,pr,Brasil
2035º,Pedra Preta,Mato Grosso,17 547,pedra-preta,mt,Brasil
2036º,Charqueada,São Paulo,17 539,charqueada,sp,Brasil
2037º,Peçanha,Minas Gerais,17 534,pecanha,mg,Brasil
2038º,Água Branca,Piauí,17 525,agua-branca,pi,Brasil
2039º,Nova Era,Minas Gerais,17 524,nova-era,mg,Brasil
2040º,Tanque Novo,Bahia,17 518,tanque-novo,ba,Brasil
2041º,Anadia,Alagoas,17 507,anadia,al,Brasil
2042º,Urucuia,Minas Gerais,17 470,urucuia,mg,Brasil
2043º,Porto Murtinho,Mato Grosso do Sul,17 460,porto-murtinho,ms,Brasil
2044º,Bacabeira,Maranhão,17 446,bacabeira,ma,Brasil
2045º,Conceição do Mato Dentro,Minas Gerais,17 438,conceicao-do-mato-dentro,mg,Brasil
2046º,Sapeaçu,Bahia,17 421,sapeacu,ba,Brasil
2047º,Flores de Goiás,Goiás,17 415,flores-de-goias,go,Brasil
2048º,Buritama,São Paulo,17 414,buritama,sp,Brasil
2049º,Itaberá,São Paulo,17 405,itabera,sp,Brasil
2050º,Cipó,Bahia,17 402,cipo,ba,Brasil
2051º,Resplendor,Minas Gerais,17 396,resplendor,mg,Brasil
2052º,Faxinal,Paraná,17 379,faxinal,pr,Brasil
2053º,Pindorama,São Paulo,17 378,pindorama,sp,Brasil
2054º,Salesópolis,São Paulo,17 363,salesopolis,sp,Brasil
2055º,Tapes,Rio Grande do Sul,17 363,tapes,rs,Brasil
2056º,Sátiro Dias,Bahia,17 330,satiro-dias,ba,Brasil
2057º,Massaranduba,Santa Catarina,17 330,massaranduba,sc,Brasil
2058º,Maruim,Sergipe,17 328,maruim,se,Brasil
2059º,Poção de Pedras,Maranhão,17 321,pocao-de-pedras,ma,Brasil
2060º,Matões do Norte,Maranhão,17 316,matoes-do-norte,ma,Brasil
2061º,Jataúba,Pernambuco,17 305,jatauba,pe,Brasil
2062º,Terra Boa,Paraná,17 304,terra-boa,pr,Brasil
2063º,São Domingos do Prata,Minas Gerais,17 296,sao-domingos-do-prata,mg,Brasil
2064º,Tijucas do Sul,Paraná,17 295,tijucas-do-sul,pr,Brasil
2065º,Central,Bahia,17 293,central,ba,Brasil
2066º,Monsenhor Tabosa,Ceará,17 264,monsenhor-tabosa,ce,Brasil
2067º,Macatuba,São Paulo,17 263,macatuba,sp,Brasil
2068º,Serra Dourada,Bahia,17 261,serra-dourada,ba,Brasil
2069º,Bom Jesus do Tocantins,Pará,17 254,bom-jesus-do-tocantins,pa,Brasil
2070º,Carmópolis,Sergipe,17 232,carmopolis,se,Brasil
2071º,Piquet Carneiro,Ceará,17 210,piquet-carneiro,ce,Brasil
2072º,Adustina,Bahia,17 209,adustina,ba,Brasil
2073º,Guajará,Amazonas,17 193,guajara,am,Brasil
2074º,Santo Antônio de Leverger,Mato Grosso,17 188,santo-antonio-de-leverger,mt,Brasil
2075º,Muniz Freire,Espírito Santo,17 176,muniz-freire,es,Brasil
2076º,Cacimba de Dentro,Paraíba,17 169,cacimba-de-dentro,pb,Brasil
2077º,Corbélia,Paraná,17 162,corbelia,pr,Brasil
2078º,Marechal Floriano,Espírito Santo,17 141,marechal-floriano,es,Brasil
2079º,Itapiranga,Santa Catarina,17 139,itapiranga,sc,Brasil
2080º,Crixás,Goiás,17 136,crixas,go,Brasil
2081º,Xangri-lá,Rio Grande do Sul,17 126,xangri-la,rs,Brasil
2082º,Jenipapo dos Vieiras,Maranhão,17 123,jenipapo-dos-vieiras,ma,Brasil
2083º,Mata Roma,Maranhão,17 122,mata-roma,ma,Brasil
2084º,Souto Soares,Bahia,17 118,souto-soares,ba,Brasil
2085º,Condeúba,Bahia,17 113,condeuba,ba,Brasil
2086º,Sumé,Paraíba,17 096,sume,pb,Brasil
2087º,Água Fria,Bahia,17 096,agua-fria,ba,Brasil
2088º,Conceição do Almeida,Bahia,17 087,conceicao-do-almeida,ba,Brasil
2089º,Araputanga,Mato Grosso,17 078,araputanga,mt,Brasil
2090º,Itaquitinga,Pernambuco,17 056,itaquitinga,pe,Brasil
2091º,Terra Rica,Paraná,17 054,terra-rica,pr,Brasil
2092º,Ibititá,Bahia,17 048,ibitita,ba,Brasil
2093º,Nova Ipixuna,Pará,17 027,nova-ipixuna,pa,Brasil
2094º,Matupá,Mato Grosso,17 017,matupa,mt,Brasil
2095º,Belo Campo,Bahia,17 013,belo-campo,ba,Brasil
2096º,Santa Cecília,Santa Catarina,17 004,santa-cecilia,sc,Brasil
2097º,Bonito,Bahia,16 999,bonito,ba,Brasil
2098º,Rosário Oeste,Mato Grosso,16 999,rosario-oeste,mt,Brasil
2099º,Realeza,Paraná,16 976,realeza,pr,Brasil
2100º,Esperantinópolis,Maranhão,16 971,esperantinopolis,ma,Brasil
2101º,Taguatinga,Tocantins,16 966,taguatinga,to,Brasil
2102º,Cocal do Sul,Santa Catarina,16 956,cocal-do-sul,sc,Brasil
2103º,Brasilândia de Minas,Minas Gerais,16 950,brasilandia-de-minas,mg,Brasil
2104º,Tapiramutá,Bahia,16 939,tapiramuta,ba,Brasil
2105º,Nova Resende,Minas Gerais,16 937,nova-resende,mg,Brasil
2106º,Capela,Alagoas,16 907,capela,al,Brasil
2107º,Poço Fundo,Minas Gerais,16 900,poco-fundo,mg,Brasil
2108º,Cidreira,Rio Grande do Sul,16 897,cidreira,rs,Brasil
2109º,Guapiara,São Paulo,16 896,guapiara,sp,Brasil
2110º,Tapauá,Amazonas,16 876,tapaua,am,Brasil
2111º,Pedregulho,São Paulo,16 876,pedregulho,sp,Brasil
2112º,Malhada,Bahia,16 875,malhada,ba,Brasil
2113º,Carapebus,Rio de Janeiro,16 859,carapebus,rj,Brasil
2114º,Araçagi,Paraíba,16 857,aracagi,pb,Brasil
2115º,Campanha,Minas Gerais,16 855,campanha,mg,Brasil
2116º,Piatã,Bahia,16 854,piata,ba,Brasil
2117º,Canudos,Bahia,16 832,canudos,ba,Brasil
2118º,Juruena,Mato Grosso,16 811,juruena,mt,Brasil
2119º,Ipuã,São Paulo,16 794,ipua,sp,Brasil
2120º,Tabatinga,São Paulo,16 787,tabatinga,sp,Brasil
2121º,Fortim,Ceará,16 776,fortim,ce,Brasil
2122º,João Neiva,Espírito Santo,16 774,joao-neiva,es,Brasil
2123º,Bonito,Pará,16 769,bonito,pa,Brasil
2124º,Tocantins,Minas Gerais,16 769,tocantins,mg,Brasil
2125º,Maranhãozinho,Maranhão,16 754,maranhaozinho,ma,Brasil
2126º,Lima Duarte,Minas Gerais,16 749,lima-duarte,mg,Brasil
2127º,Salitre,Ceará,16 714,salitre,ce,Brasil
2128º,Pedro Alexandre,Bahia,16 698,pedro-alexandre,ba,Brasil
2129º,Poté,Minas Gerais,16 675,pote,mg,Brasil
2130º,Urandi,Bahia,16 672,urandi,ba,Brasil
2131º,Tururu,Ceará,16 588,tururu,ce,Brasil
2132º,Bom Lugar,Maranhão,16 578,bom-lugar,ma,Brasil
2133º,Vitória do Jari,Amapá,16 572,vitoria-do-jari,ap,Brasil
2134º,Mangueirinha,Paraná,16 572,mangueirinha,pr,Brasil
2135º,Conceição do Lago Açu,Maranhão,16 559,conceicao-do-lago-acu,ma,Brasil
2136º,Machados,Pernambuco,16 549,machados,pe,Brasil
2137º,Caçu,Goiás,16 525,cacu,go,Brasil
2138º,Raposos,Minas Gerais,16 501,raposos,mg,Brasil
2139º,Morretes,Paraná,16 485,morretes,pr,Brasil
2140º,Nova Canaã,Bahia,16 482,nova-canaa,ba,Brasil
2141º,Tapejara,Paraná,16 480,tapejara,pr,Brasil
2142º,Perdizes,Minas Gerais,16 469,perdizes,mg,Brasil
2143º,Ibitiara,Bahia,16 463,ibitiara,ba,Brasil
2144º,Sertanópolis,Paraná,16 456,sertanopolis,pr,Brasil
2145º,Passa Quatro,Minas Gerais,16 439,passa-quatro,mg,Brasil
2146º,Aveiro,Pará,16 421,aveiro,pa,Brasil
2147º,Vila Bela da Santíssima Trindade,Mato Grosso,16 412,vila-bela-da-santissima-trindade,mt,Brasil
2148º,Bituruna,Paraná,16 411,bituruna,pr,Brasil
2149º,Fonte Boa,Amazonas,16 409,fonte-boa,am,Brasil
2150º,Alvarães,Amazonas,16 396,alvaraes,am,Brasil
2151º,Santa Margarida,Minas Gerais,16 393,santa-margarida,mg,Brasil
2152º,Sananduva,Rio Grande do Sul,16 382,sananduva,rs,Brasil
2153º,Lago Verde,Maranhão,16 369,lago-verde,ma,Brasil
2154º,Pereiro,Ceará,16 356,pereiro,ce,Brasil
2155º,Lagoa dos Gatos,Pernambuco,16 345,lagoa-dos-gatos,pe,Brasil
2156º,Clevelândia,Paraná,16 344,clevelandia,pr,Brasil
2157º,Agudo,Rio Grande do Sul,16 344,agudo,rs,Brasil
2158º,Filadélfia,Bahia,16 314,filadelfia,ba,Brasil
2159º,Pindaí,Bahia,16 308,pindai,ba,Brasil
2160º,Corupá,Santa Catarina,16 300,corupa,sc,Brasil
2161º,Paulino Neves,Maranhão,16 295,paulino-neves,ma,Brasil
2162º,Capinópolis,Minas Gerais,16 294,capinopolis,mg,Brasil
2163º,Itaú de Minas,Minas Gerais,16 286,itau-de-minas,mg,Brasil
2164º,Mojuí dos Campos,Pará,16 282,mojui-dos-campos,pa,Brasil
2165º,Borborema,São Paulo,16 278,borborema,sp,Brasil
2166º,Iguatemi,Mato Grosso do Sul,16 273,iguatemi,ms,Brasil
2167º,Ibicuí,Bahia,16 262,ibicui,ba,Brasil
2168º,Guamaré,Rio Grande do Norte,16 261,guamare,rn,Brasil
2169º,São Benedito do Sul,Pernambuco,16 239,sao-benedito-do-sul,pe,Brasil
2170º,Joselândia,Maranhão,16 228,joselandia,ma,Brasil
2171º,Barrocas,Bahia,16 225,barrocas,ba,Brasil
2172º,Campinápolis,Mato Grosso,16 223,campinapolis,mt,Brasil
2173º,Altinópolis,São Paulo,16 221,altinopolis,sp,Brasil
2174º,Santo Amaro do Maranhão,Maranhão,16 219,santo-amaro-do-maranhao,ma,Brasil
2175º,Barra de Santo Antônio,Alagoas,16 201,barra-de-santo-antonio,al,Brasil
2176º,Itaetê,Bahia,16 164,itaete,ba,Brasil
2177º,Monte Negro,Rondônia,16 158,monte-negro,ro,Brasil
2178º,Itaipava do Grajaú,Maranhão,16 158,itaipava-do-grajau,ma,Brasil
2179º,Getúlio Vargas,Rio Grande do Sul,16 158,getulio-vargas,rs,Brasil
2180º,Piancó,Paraíba,16 147,pianco,pb,Brasil
2181º,Palmitos,Santa Catarina,16 144,palmitos,sc,Brasil
2182º,Coaraci,Bahia,16 128,coaraci,ba,Brasil
2183º,São Lourenço da Serra,São Paulo,16 127,sao-lourenco-da-serra,sp,Brasil
2184º,Candói,Paraná,16 126,candoi,pr,Brasil
2185º,Quixelô,Ceará,16 116,quixelo,ce,Brasil
2186º,Fartura,São Paulo,16 102,fartura,sp,Brasil
2187º,São Pedro do Sul,Rio Grande do Sul,16 100,sao-pedro-do-sul,rs,Brasil
2188º,Cerejeiras,Rondônia,16 088,cerejeiras,ro,Brasil
2189º,América Dourada,Bahia,16 086,america-dourada,ba,Brasil
2190º,Alto Santo,Ceará,16 077,alto-santo,ce,Brasil
2191º,Mozarlândia,Goiás,16 077,mozarlandia,go,Brasil
2192º,Anapurus,Maranhão,16 054,anapurus,ma,Brasil
2193º,Nova Bandeirantes,Mato Grosso,16 052,nova-bandeirantes,mt,Brasil
2194º,Salinas da Margarida,Bahia,16 047,salinas-da-margarida,ba,Brasil
2195º,Nova Ponte,Minas Gerais,16 046,nova-ponte,mg,Brasil
2196º,Água Clara,Mato Grosso do Sul,16 025,agua-clara,ms,Brasil
2197º,Tangará,Rio Grande do Norte,16 008,tangara,rn,Brasil
2198º,Urucará,Amazonas,16 007,urucara,am,Brasil
2199º,Joaquim Nabuco,Pernambuco,15 999,joaquim-nabuco,pe,Brasil
2200º,Tremedal,Bahia,15 996,tremedal,ba,Brasil
2201º,Biritinga,Bahia,15 989,biritinga,ba,Brasil
2202º,Ribeirão Branco,São Paulo,15 984,ribeirao-branco,sp,Brasil
2203º,Canutama,Amazonas,15 981,canutama,am,Brasil
2204º,São Francisco do Pará,Pará,15 978,sao-francisco-do-para,pa,Brasil
2205º,Indiara,Goiás,15 962,indiara,go,Brasil
2206º,Panorama,São Paulo,15 944,panorama,sp,Brasil
2207º,Grão Mogol,Minas Gerais,15 943,grao-mogol,mg,Brasil
2208º,Poxoréu,Mato Grosso,15 936,poxoreu,mt,Brasil
2209º,Rosana,São Paulo,15 929,rosana,sp,Brasil
2210º,Papagaios,Minas Gerais,15 922,papagaios,mg,Brasil
2211º,Encruzilhada,Bahia,15 914,encruzilhada,ba,Brasil
2212º,Capitão Leônidas Marques,Paraná,15 887,capitao-leonidas-marques,pr,Brasil
2213º,Lagoa Nova,Rio Grande do Norte,15 880,lagoa-nova,rn,Brasil
2214º,Saloá,Pernambuco,15 880,saloa,pe,Brasil
2215º,Lagoa Real,Bahia,15 870,lagoa-real,ba,Brasil
2216º,Itamonte,Minas Gerais,15 844,itamonte,mg,Brasil
2217º,Orizona,Goiás,15 834,orizona,go,Brasil
2218º,Mário Campos,Minas Gerais,15 814,mario-campos,mg,Brasil
2219º,Nova Olinda,Ceará,15 798,nova-olinda,ce,Brasil
2220º,São João do Caru,Maranhão,15 768,sao-joao-do-caru,ma,Brasil
2221º,São João Evangelista,Minas Gerais,15 761,sao-joao-evangelista,mg,Brasil
2222º,Ipanguaçu,Rio Grande do Norte,15 759,ipanguacu,rn,Brasil
2223º,Saboeiro,Ceará,15 757,saboeiro,ce,Brasil
2224º,Guiratinga,Mato Grosso,15 740,guiratinga,mt,Brasil
2225º,Giruá,Rio Grande do Sul,15 729,girua,rs,Brasil
2226º,Acrelândia,Acre,15 721,acrelandia,ac,Brasil
2227º,Santa Cruz,Pernambuco,15 713,santa-cruz,pe,Brasil
2228º,Sumidouro,Rio de Janeiro,15 709,sumidouro,rj,Brasil
2229º,Restinga Sêca,Rio Grande do Sul,15 702,restinga-seca,rs,Brasil
2230º,Frei Paulo,Sergipe,15 688,frei-paulo,se,Brasil
2231º,Araguanã,Maranhão,15 675,araguana,ma,Brasil
2232º,Tupi Paulista,São Paulo,15 670,tupi-paulista,sp,Brasil
2233º,Igaporã,Bahia,15 661,igapora,ba,Brasil
2234º,Campos Altos,Minas Gerais,15 661,campos-altos,mg,Brasil
2235º,Mantenópolis,Espírito Santo,15 653,mantenopolis,es,Brasil
2236º,Nova Timboteua,Pará,15 646,nova-timboteua,pa,Brasil
2237º,Poço Branco,Rio Grande do Norte,15 646,poco-branco,rn,Brasil
2238º,Santa Adélia,São Paulo,15 639,santa-adelia,sp,Brasil
2239º,Ibateguara,Alagoas,15 637,ibateguara,al,Brasil
2240º,Frei Miguelinho,Pernambuco,15 633,frei-miguelinho,pe,Brasil
2241º,Luiz Antônio,São Paulo,15 628,luiz-antonio,sp,Brasil
2242º,Barra de Santa Rosa,Paraíba,15 607,barra-de-santa-rosa,pb,Brasil
2243º,Holambra,São Paulo,15 605,holambra,sp,Brasil
2244º,Muqui,Espírito Santo,15 602,muqui,es,Brasil
2245º,Espumoso,Rio Grande do Sul,15 594,espumoso,rs,Brasil
2246º,Eldorado,São Paulo,15 592,eldorado,sp,Brasil
2247º,Dionísio Cerqueira,Santa Catarina,15 592,dionisio-cerqueira,sc,Brasil
2248º,Pinhalzinho,São Paulo,15 564,pinhalzinho,sp,Brasil
2249º,Dom Feliciano,Rio Grande do Sul,15 556,dom-feliciano,rs,Brasil
2250º,Coronel João Sá,Bahia,15 549,coronel-joao-sa,ba,Brasil
2251º,Mirandiba,Pernambuco,15 548,mirandiba,pe,Brasil
2252º,Primeira Cruz,Maranhão,15 545,primeira-cruz,ma,Brasil
2253º,São Félix do Coribe,Bahia,15 543,sao-felix-do-coribe,ba,Brasil
2254º,Cruzília,Minas Gerais,15 529,cruzilia,mg,Brasil
2255º,Felixlândia,Minas Gerais,15 528,felixlandia,mg,Brasil
2256º,Rio do Antônio,Bahia,15 521,rio-do-antonio,ba,Brasil
2257º,Cambuci,Rio de Janeiro,15 521,cambuci,rj,Brasil
2258º,Nova Veneza,Santa Catarina,15 515,nova-veneza,sc,Brasil
2259º,Itanhandu,Minas Gerais,15 511,itanhandu,mg,Brasil
2260º,Itapagipe,Minas Gerais,15 511,itapagipe,mg,Brasil
2261º,Taperoá,Paraíba,15 505,taperoa,pb,Brasil
2262º,Buritirana,Maranhão,15 503,buritirana,ma,Brasil
2263º,Juruá,Amazonas,15 495,jurua,am,Brasil
2264º,Jurema,Pernambuco,15 483,jurema,pe,Brasil
2265º,Joaíma,Minas Gerais,15 476,joaima,mg,Brasil
2266º,Santa Luzia,Paraíba,15 470,santa-luzia,pb,Brasil
2267º,Entre Rios de Minas,Minas Gerais,15 458,entre-rios-de-minas,mg,Brasil
2268º,Coronel Sapucaia,Mato Grosso do Sul,15 449,coronel-sapucaia,ms,Brasil
2269º,São Simão,São Paulo,15 446,sao-simao,sp,Brasil
2270º,Novo Triunfo,Bahia,15 445,novo-triunfo,ba,Brasil
2271º,Coremas,Paraíba,15 438,coremas,pb,Brasil
2272º,Rio Azul,Paraná,15 433,rio-azul,pr,Brasil
2273º,Vitória do Xingu,Pará,15 421,vitoria-do-xingu,pa,Brasil
2274º,Pendências,Rio Grande do Norte,15 411,pendencias,rn,Brasil
2275º,Bela Vista do Paraíso,Paraná,15 400,bela-vista-do-paraiso,pr,Brasil
2276º,Capitão Enéas,Minas Gerais,15 388,capitao-eneas,mg,Brasil
2277º,Italva,Rio de Janeiro,15 387,italva,rj,Brasil
2278º,Lauro Müller,Santa Catarina,15 380,lauro-mueller,sc,Brasil
2279º,Sabinópolis,Minas Gerais,15 364,sabinopolis,mg,Brasil
2280º,Tarumã,São Paulo,15 361,taruma,sp,Brasil
2281º,São João do Triunfo,Paraná,15 359,sao-joao-do-triunfo,pr,Brasil
2282º,Uiraúna,Paraíba,15 356,uirauna,pb,Brasil
2283º,Chapada do Norte,Minas Gerais,15 334,chapada-do-norte,mg,Brasil
2284º,Teixeira,Paraíba,15 333,teixeira,pb,Brasil
2285º,Nobres,Mato Grosso,15 332,nobres,mt,Brasil
2286º,Itajobi,São Paulo,15 331,itajobi,sp,Brasil
2287º,Inhuma,Piauí,15 330,inhuma,pi,Brasil
2288º,Ipiranga,Paraná,15 327,ipiranga,pr,Brasil
2289º,Auriflama,São Paulo,15 316,auriflama,sp,Brasil
2290º,Monte Alegre de Sergipe,Sergipe,15 315,monte-alegre-de-sergipe,se,Brasil
2291º,Meruoca,Ceará,15 309,meruoca,ce,Brasil
2292º,Orocó,Pernambuco,15 309,oroco,pe,Brasil
2293º,Natividade,Rio de Janeiro,15 305,natividade,rj,Brasil
2294º,Serra Azul,São Paulo,15 292,serra-azul,sp,Brasil
2295º,Curiúva,Paraná,15 289,curiuva,pr,Brasil
2296º,Areado,Minas Gerais,15 288,areado,mg,Brasil
2297º,Tamarana,Paraná,15 277,tamarana,pr,Brasil
2298º,Passo de Camaragibe,Alagoas,15 270,passo-de-camaragibe,al,Brasil
2299º,Alto Alegre,Roraima,15 249,alto-alegre,rr,Brasil
2300º,Glória,Bahia,15 247,gloria,ba,Brasil
2301º,Jussara,Bahia,15 241,jussara,ba,Brasil
2302º,Triunfo,Pernambuco,15 232,triunfo,pe,Brasil
2303º,Primavera,Pernambuco,15 231,primavera,pe,Brasil
2304º,Acajutiba,Bahia,15 214,acajutiba,ba,Brasil
2305º,Colorado do Oeste,Rondônia,15 213,colorado-do-oeste,ro,Brasil
2306º,Soledade,Paraíba,15 211,soledade,pb,Brasil
2307º,Miraí,Minas Gerais,15 205,mirai,mg,Brasil
2308º,Itaporanga,São Paulo,15 197,itaporanga,sp,Brasil
2309º,Presidente Dutra,Bahia,15 180,presidente-dutra,ba,Brasil
2310º,Barro Alto,Bahia,15 171,barro-alto,ba,Brasil
2311º,Ipaussu,São Paulo,15 165,ipaussu,sp,Brasil
2312º,Boa Esperança,Espírito Santo,15 146,boa-esperanca,es,Brasil
2313º,Acarape,Ceará,15 140,acarape,ce,Brasil
2314º,Alvinópolis,Minas Gerais,15 135,alvinopolis,mg,Brasil
2315º,Boa Esperança do Sul,São Paulo,15 111,boa-esperanca-do-sul,sp,Brasil
2316º,Teolândia,Bahia,15 097,teolandia,ba,Brasil
2317º,Barroquinha,Ceará,15 069,barroquinha,ce,Brasil
2318º,Mirinzal,Maranhão,15 059,mirinzal,ma,Brasil
2319º,Itinga,Minas Gerais,15 053,itinga,mg,Brasil
2320º,Jardim de Piranhas,Rio Grande do Norte,15 044,jardim-de-piranhas,rn,Brasil
2321º,Sobradinho,Rio Grande do Sul,15 041,sobradinho,rs,Brasil
2322º,Carmo de Minas,Minas Gerais,15 031,carmo-de-minas,mg,Brasil
2323º,Nova Trento,Santa Catarina,15 010,nova-trento,sc,Brasil
2324º,Jupi,Pernambuco,15 007,jupi,pe,Brasil
2325º,Rebouças,Paraná,14 991,reboucas,pr,Brasil
2326º,Ibipitanga,Bahia,14 989,ibipitanga,ba,Brasil
2327º,Olinda Nova do Maranhão,Maranhão,14 968,olinda-nova-do-maranhao,ma,Brasil
