UF,Mun,Pop estimada 2021,Faixa_pop,Regiao
TO,Santa Fé do Araguaia,7678,2 - 5001 até 10000,1 - Norte
TO,Santa Maria do Tocantins,3537,1 - Até 5000,1 - Norte
TO,Santa Rita do Tocantins,2407,1 - Até 5000,1 - Norte
TO,Santa Rosa do Tocantins,4864,1 - Até 5000,1 - Norte
TO,Santa Tereza do Tocantins,2928,1 - Até 5000,1 - Norte
TO,Santa Terezinha do Tocantins,2530,1 - Até 5000,1 - Norte
TO,São Bento do Tocantins,5457,2 - 5001 até 10000,1 - Norte
TO,São Félix do Tocantins,1610,1 - Até 5000,1 - Norte
TO,São Miguel do Tocantins,12445,3 - 10001 até 20000,1 - Norte
TO,São Salvador do Tocantins,3106,1 - Até 5000,1 - Norte
TO,São Sebastião do Tocantins,4898,1 - Até 5000,1 - Norte
TO,São Valério,3848,1 - Até 5000,1 - Norte
TO,Silvanópolis,5452,2 - 5001 até 10000,1 - Norte
TO,Sítio Novo do Tocantins,8965,2 - 5001 até 10000,1 - Norte
TO,Sucupira,2007,1 - Até 5000,1 - Norte
TO,Taguatinga,16966,3 - 10001 até 20000,1 - Norte
TO,Taipas do Tocantins,2183,1 - Até 5000,1 - Norte
TO,Talismã,2831,1 - Até 5000,1 - Norte
TO,Palmas,313349,6 - 100001 até 500000,1 - Norte
TO,Tocantínia,7688,2 - 5001 até 10000,1 - Norte
TO,Tocantinópolis,22820,4 - 20001 até 50000,1 - Norte
TO,Tupirama,1952,1 - Até 5000,1 - Norte
TO,Tupiratins,2785,1 - Até 5000,1 - Norte
TO,Wanderlândia,11783,3 - 10001 até 20000,1 - Norte
TO,Xambioá,11500,3 - 10001 até 20000,1 - Norte
MA,Açailândia,113783,6 - 100001 até 500000,2 - Nordeste
MA,Afonso Cunha,6631,2 - 5001 até 10000,2 - Nordeste
MA,Água Doce do Maranhão,12731,3 - 10001 até 20000,2 - Nordeste
MA,Alcântara,22126,4 - 20001 até 50000,2 - Nordeste
MA,Aldeias Altas,26979,4 - 20001 até 50000,2 - Nordeste
MA,Altamira do Maranhão,8250,2 - 5001 até 10000,2 - Nordeste
MA,Alto Alegre do Maranhão,28066,4 - 20001 até 50000,2 - Nordeste
MA,Alto Alegre do Pindaré,31967,4 - 20001 até 50000,2 - Nordeste
MA,Alto Parnaíba,11233,3 - 10001 até 20000,2 - Nordeste
MA,Amapá do Maranhão,7047,2 - 5001 até 10000,2 - Nordeste
MA,Amarante do Maranhão,42017,4 - 20001 até 50000,2 - Nordeste
MA,Anajatuba,27170,4 - 20001 até 50000,2 - Nordeste
MA,Anapurus,16054,3 - 10001 até 20000,2 - Nordeste
MA,Apicum-Açu,17582,3 - 10001 até 20000,2 - Nordeste
MA,Araguanã,15675,3 - 10001 até 20000,2 - Nordeste
MA,Araioses,47095,4 - 20001 até 50000,2 - Nordeste
MA,Arame,32825,4 - 20001 até 50000,2 - Nordeste
MA,Arari,30014,4 - 20001 até 50000,2 - Nordeste
MA,Axixá,12234,3 - 10001 até 20000,2 - Nordeste
MA,Bacabal,105094,6 - 100001 até 500000,2 - Nordeste
MA,Bacabeira,17446,3 - 10001 até 20000,2 - Nordeste
MA,Bacuri,18726,3 - 10001 até 20000,2 - Nordeste
MA,Bacurituba,5696,2 - 5001 até 10000,2 - Nordeste
MA,Balsas,96951,5 - 50001 até 100000,2 - Nordeste
MA,Barão de Grajaú,19026,3 - 10001 até 20000,2 - Nordeste
MA,Barra do Corda,88895,5 - 50001 até 100000,2 - Nordeste
MA,Barreirinhas,63891,5 - 50001 até 100000,2 - Nordeste
MA,Belágua,7586,2 - 5001 até 10000,2 - Nordeste
MA,Bela Vista do Maranhão,11347,3 - 10001 até 20000,2 - Nordeste
MA,Benedito Leite,5643,2 - 5001 até 10000,2 - Nordeste
MA,Bequimão,21317,4 - 20001 até 50000,2 - Nordeste
MA,Bernardo do Mearim,6102,2 - 5001 até 10000,2 - Nordeste
MA,Boa Vista do Gurupi,8494,2 - 5001 até 10000,2 - Nordeste
MA,Bom Jardim,42010,4 - 20001 até 50000,2 - Nordeste
MA,Bom Jesus das Selvas,35095,4 - 20001 até 50000,2 - Nordeste
MA,Bom Lugar,16578,3 - 10001 até 20000,2 - Nordeste
MA,Brejo,36900,4 - 20001 até 50000,2 - Nordeste
MA,Brejo de Areia,8841,2 - 5001 até 10000,2 - Nordeste
MA,Buriti,28916,4 - 20001 até 50000,2 - Nordeste
MA,Buriti Bravo,23993,4 - 20001 até 50000,2 - Nordeste
MA,Buriticupu,73595,5 - 50001 até 100000,2 - Nordeste
MA,Buritirana,15503,3 - 10001 até 20000,2 - Nordeste
MA,Cachoeira Grande,9524,2 - 5001 até 10000,2 - Nordeste
MA,Cajapió,11255,3 - 10001 até 20000,2 - Nordeste
MA,Cajari,19521,3 - 10001 até 20000,2 - Nordeste
MA,Campestre do Maranhão,14530,3 - 10001 até 20000,2 - Nordeste
MA,Cândido Mendes,20376,4 - 20001 até 50000,2 - Nordeste
MA,Cantanhede,22236,4 - 20001 até 50000,2 - Nordeste
MA,Capinzal do Norte,10937,3 - 10001 até 20000,2 - Nordeste
MA,Carolina,24151,4 - 20001 até 50000,2 - Nordeste
MA,Carutapera,24095,4 - 20001 até 50000,2 - Nordeste
MA,Caxias,166159,6 - 100001 até 500000,2 - Nordeste
MA,Cedral,10711,3 - 10001 até 20000,2 - Nordeste
MA,Central do Maranhão,8806,2 - 5001 até 10000,2 - Nordeste
MA,Centro do Guilherme,13876,3 - 10001 até 20000,2 - Nordeste
MA,Centro Novo do Maranhão,22056,4 - 20001 até 50000,2 - Nordeste
MA,Chapadinha,80705,5 - 50001 até 100000,2 - Nordeste
MA,Cidelândia,14855,3 - 10001 até 20000,2 - Nordeste
MA,Codó,123368,6 - 100001 até 500000,2 - Nordeste
MA,Coelho Neto,49804,4 - 20001 até 50000,2 - Nordeste
MA,Colinas,41443,4 - 20001 até 50000,2 - Nordeste
MA,Conceição do Lago-Açu,16559,3 - 10001 até 20000,2 - Nordeste
MA,Coroatá,65788,5 - 50001 até 100000,2 - Nordeste
MA,Cururupu,32559,4 - 20001 até 50000,2 - Nordeste
MA,Davinópolis,12923,3 - 10001 até 20000,2 - Nordeste
MA,Dom Pedro,23393,4 - 20001 até 50000,2 - Nordeste
MA,Duque Bacelar,11451,3 - 10001 até 20000,2 - Nordeste
MA,Esperantinópolis,16971,3 - 10001 até 20000,2 - Nordeste
MA,Estreito,43097,4 - 20001 até 50000,2 - Nordeste
MA,Feira Nova do Maranhão,8506,2 - 5001 até 10000,2 - Nordeste
MA,Fernando Falcão,10559,3 - 10001 até 20000,2 - Nordeste
MA,Formosa da Serra Negra,19425,3 - 10001 até 20000,2 - Nordeste
MA,Fortaleza dos Nogueiras,12662,3 - 10001 até 20000,2 - Nordeste
MA,Fortuna,17812,3 - 10001 até 20000,2 - Nordeste
MA,Godofredo Viana,12104,3 - 10001 até 20000,2 - Nordeste
MA,Gonçalves Dias,17953,3 - 10001 até 20000,2 - Nordeste
MA,Governador Archer,10931,3 - 10001 até 20000,2 - Nordeste
MA,Governador Edison Lobão,18740,3 - 10001 até 20000,2 - Nordeste
MA,Governador Eugênio Barros,14703,3 - 10001 até 20000,2 - Nordeste
MA,Governador Luiz Rocha,7878,2 - 5001 até 10000,2 - Nordeste
MA,Governador Newton Bello,10121,3 - 10001 até 20000,2 - Nordeste
MA,Governador Nunes Freire,25502,4 - 20001 até 50000,2 - Nordeste
MA,Graça Aranha,6261,2 - 5001 até 10000,2 - Nordeste
MA,Grajaú,70692,5 - 50001 até 100000,2 - Nordeste
MA,Guimarães,11966,3 - 10001 até 20000,2 - Nordeste
MA,Humberto de Campos,29143,4 - 20001 até 50000,2 - Nordeste
MA,Icatu,27423,4 - 20001 até 50000,2 - Nordeste
MA,Igarapé do Meio,14470,3 - 10001 até 20000,2 - Nordeste
MA,Igarapé Grande,11453,3 - 10001 até 20000,2 - Nordeste
MA,Imperatriz,259980,6 - 100001 até 500000,2 - Nordeste
MA,Itaipava do Grajaú,16158,3 - 10001 até 20000,2 - Nordeste
MA,Itapecuru Mirim,69233,5 - 50001 até 100000,2 - Nordeste
MA,Itinga do Maranhão,26134,4 - 20001 até 50000,2 - Nordeste
MA,Jatobá,10464,3 - 10001 até 20000,2 - Nordeste
MA,Jenipapo dos Vieiras,17123,3 - 10001 até 20000,2 - Nordeste
MA,João Lisboa,23677,4 - 20001 até 50000,2 - Nordeste
MA,Joselândia,16228,3 - 10001 até 20000,2 - Nordeste
MA,Junco do Maranhão,4334,1 - Até 5000,2 - Nordeste
MA,Lago da Pedra,50959,5 - 50001 até 100000,2 - Nordeste
MA,Lago do Junco,10900,3 - 10001 até 20000,2 - Nordeste
MA,Lago Verde,16369,3 - 10001 até 20000,2 - Nordeste
MA,Lagoa do Mato,11280,3 - 10001 até 20000,2 - Nordeste
MA,Lago dos Rodrigues,8841,2 - 5001 até 10000,2 - Nordeste
MA,Lagoa Grande do Maranhão,11534,3 - 10001 até 20000,2 - Nordeste
MA,Lajeado Novo,7653,2 - 5001 até 10000,2 - Nordeste
MA,Lima Campos,11943,3 - 10001 até 20000,2 - Nordeste
MA,Loreto,12271,3 - 10001 até 20000,2 - Nordeste
MA,Luís Domingues,7016,2 - 5001 até 10000,2 - Nordeste
MA,Magalhães de Almeida,20228,4 - 20001 até 50000,2 - Nordeste
MA,Maracaçumé,21773,4 - 20001 até 50000,2 - Nordeste
MA,Marajá do Sena,7757,2 - 5001 até 10000,2 - Nordeste
MA,Maranhãozinho,16754,3 - 10001 até 20000,2 - Nordeste
MA,Mata Roma,17122,3 - 10001 até 20000,2 - Nordeste
MA,Matinha,23591,4 - 20001 até 50000,2 - Nordeste
MA,Matões,34099,4 - 20001 até 50000,2 - Nordeste
MA,Matões do Norte,17316,3 - 10001 até 20000,2 - Nordeste
MA,Milagres do Maranhão,8502,2 - 5001 até 10000,2 - Nordeste
MA,Mirador,21045,4 - 20001 até 50000,2 - Nordeste
MA,Miranda do Norte,29121,4 - 20001 até 50000,2 - Nordeste
MA,Mirinzal,15059,3 - 10001 até 20000,2 - Nordeste
MA,Monção,33888,4 - 20001 até 50000,2 - Nordeste
MA,Montes Altos,9064,2 - 5001 até 10000,2 - Nordeste
MA,Morros,19708,3 - 10001 até 20000,2 - Nordeste
MA,Nina Rodrigues,14826,3 - 10001 até 20000,2 - Nordeste
MA,Nova Colinas,5469,2 - 5001 até 10000,2 - Nordeste
MA,Nova Iorque,4682,1 - Até 5000,2 - Nordeste
MA,Nova Olinda do Maranhão,21228,4 - 20001 até 50000,2 - Nordeste
MA,Olho dÁgua das Cunhãs,19616,3 - 10001 até 20000,2 - Nordeste
MA,Olinda Nova do Maranhão,14968,3 - 10001 até 20000,2 - Nordeste
MA,Paço do Lumiar,125265,6 - 100001 até 500000,2 - Nordeste
MA,Palmeirândia,19840,3 - 10001 até 20000,2 - Nordeste
MA,Paraibano,21571,4 - 20001 até 50000,2 - Nordeste
MA,Parnarama,35108,4 - 20001 até 50000,2 - Nordeste
MA,Passagem Franca,19253,3 - 10001 até 20000,2 - Nordeste
MA,Pastos Bons,19693,3 - 10001 até 20000,2 - Nordeste
MA,Paulino Neves,16295,3 - 10001 até 20000,2 - Nordeste
MA,Paulo Ramos,21092,4 - 20001 até 50000,2 - Nordeste
MA,Pedreiras,39153,4 - 20001 até 50000,2 - Nordeste
MA,Pedro do Rosário,25560,4 - 20001 até 50000,2 - Nordeste
MA,Penalva,38987,4 - 20001 até 50000,2 - Nordeste
MA,Peri Mirim,14371,3 - 10001 até 20000,2 - Nordeste
MA,Peritoró,23530,4 - 20001 até 50000,2 - Nordeste
MA,Pindaré-Mirim,33186,4 - 20001 até 50000,2 - Nordeste
MA,Pinheiro,84160,5 - 50001 até 100000,2 - Nordeste
MA,Pio XII,21274,4 - 20001 até 50000,2 - Nordeste
MA,Pirapemas,18814,3 - 10001 até 20000,2 - Nordeste
MA,Poção de Pedras,17321,3 - 10001 até 20000,2 - Nordeste
MA,Porto Franco,24294,4 - 20001 até 50000,2 - Nordeste
MA,Porto Rico do Maranhão,5936,2 - 5001 até 10000,2 - Nordeste
MA,Presidente Dutra,48264,4 - 20001 até 50000,2 - Nordeste
MA,Presidente Juscelino,12939,3 - 10001 até 20000,2 - Nordeste
MA,Presidente Médici,7124,2 - 5001 até 10000,2 - Nordeste
MA,Presidente Sarney,19217,3 - 10001 até 20000,2 - Nordeste
MA,Presidente Vargas,11328,3 - 10001 até 20000,2 - Nordeste
MA,Primeira Cruz,15545,3 - 10001 até 20000,2 - Nordeste
MA,Raposa,31586,4 - 20001 até 50000,2 - Nordeste
MA,Riachão,20288,4 - 20001 até 50000,2 - Nordeste
MA,Ribamar Fiquene,7859,2 - 5001 até 10000,2 - Nordeste
MA,Rosário,43243,4 - 20001 até 50000,2 - Nordeste
MA,Sambaíba,5686,2 - 5001 até 10000,2 - Nordeste
MA,Santa Filomena do Maranhão,7878,2 - 5001 até 10000,2 - Nordeste
MA,Santa Helena,42829,4 - 20001 até 50000,2 - Nordeste
MA,Santa Inês,89927,5 - 50001 até 100000,2 - Nordeste
MA,Santa Luzia,73105,5 - 50001 até 100000,2 - Nordeste
MA,Santa Luzia do Paruá,25487,4 - 20001 até 50000,2 - Nordeste
MA,Santa Quitéria do Maranhão,25884,4 - 20001 até 50000,2 - Nordeste
MA,Santa Rita,38732,4 - 20001 até 50000,2 - Nordeste
MA,Santana do Maranhão,13704,3 - 10001 até 20000,2 - Nordeste
MA,Santo Amaro do Maranhão,16219,3 - 10001 até 20000,2 - Nordeste
MA,Santo Antônio dos Lopes,14516,3 - 10001 até 20000,2 - Nordeste
MA,São Benedito do Rio Preto,18769,3 - 10001 até 20000,2 - Nordeste
MA,São Bento,45989,4 - 20001 até 50000,2 - Nordeste
MA,São Bernardo,28825,4 - 20001 até 50000,2 - Nordeste
MA,São Domingos do Azeitão,7448,2 - 5001 até 10000,2 - Nordeste
MA,São Domingos do Maranhão,34391,4 - 20001 até 50000,2 - Nordeste
MA,São Félix de Balsas,4540,1 - Até 5000,2 - Nordeste
MA,São Francisco do Brejão,12082,3 - 10001 até 20000,2 - Nordeste
MA,São Francisco do Maranhão,12226,3 - 10001 até 20000,2 - Nordeste
MA,São João Batista,20736,4 - 20001 até 50000,2 - Nordeste
MA,São João do Carú,15768,3 - 10001 até 20000,2 - Nordeste
MA,São João do Paraíso,11207,3 - 10001 até 20000,2 - Nordeste
MA,São João do Soter,18746,3 - 10001 até 20000,2 - Nordeste
MA,São João dos Patos,26063,4 - 20001 até 50000,2 - Nordeste
MA,São José de Ribamar,180345,6 - 100001 até 500000,2 - Nordeste
MA,São José dos Basílios,7639,2 - 5001 até 10000,2 - Nordeste
MA,São Luís,1115932,7 - Maior que 500000,2 - Nordeste
MA,São Luís Gonzaga do Maranhão,18600,3 - 10001 até 20000,2 - Nordeste
MA,São Mateus do Maranhão,41750,4 - 20001 até 50000,2 - Nordeste
MA,São Pedro da Água Branca,12779,3 - 10001 até 20000,2 - Nordeste
MA,São Pedro dos Crentes,4700,1 - Até 5000,2 - Nordeste
MA,São Raimundo das Mangabeiras,19090,3 - 10001 até 20000,2 - Nordeste
MA,São Raimundo do Doca Bezerra,5028,2 - 5001 até 10000,2 - Nordeste
MA,São Roberto,6856,2 - 5001 até 10000,2 - Nordeste
MA,São Vicente Ferrer,22452,4 - 20001 até 50000,2 - Nordeste
MA,Satubinha,14274,3 - 10001 até 20000,2 - Nordeste
MA,Senador Alexandre Costa,11285,3 - 10001 até 20000,2 - Nordeste
MA,Senador La Rocque,13981,3 - 10001 até 20000,2 - Nordeste
MA,Serrano do Maranhão,10343,3 - 10001 até 20000,2 - Nordeste
MA,Sítio Novo,18237,3 - 10001 até 20000,2 - Nordeste
MA,Sucupira do Norte,10631,3 - 10001 até 20000,2 - Nordeste
MA,Sucupira do Riachão,5692,2 - 5001 até 10000,2 - Nordeste
MA,Tasso Fragoso,8642,2 - 5001 até 10000,2 - Nordeste
MA,Timbiras,29241,4 - 20001 até 50000,2 - Nordeste
MA,Timon,171317,6 - 100001 até 500000,2 - Nordeste
MA,Trizidela do Vale,22223,4 - 20001 até 50000,2 - Nordeste
MA,Tufilândia,5868,2 - 5001 até 10000,2 - Nordeste
MA,Tuntum,42242,4 - 20001 até 50000,2 - Nordeste
MA,Turiaçu,35811,4 - 20001 até 50000,2 - Nordeste
MA,Turilândia,26112,4 - 20001 até 50000,2 - Nordeste
MA,Tutóia,59927,5 - 50001 até 100000,2 - Nordeste
MA,Urbano Santos,33791,4 - 20001 até 50000,2 - Nordeste
MA,Vargem Grande,57813,5 - 50001 até 100000,2 - Nordeste
MA,Viana,52852,5 - 50001 até 100000,2 - Nordeste
MA,Vila Nova dos Martírios,13800,3 - 10001 até 20000,2 - Nordeste
MA,Vitória do Mearim,32956,4 - 20001 até 50000,2 - Nordeste
MA,Vitorino Freire,31520,4 - 20001 até 50000,2 - Nordeste
MA,Zé Doca,52190,5 - 50001 até 100000,2 - Nordeste
PI,Acauã,7119,2 - 5001 até 10000,2 - Nordeste
PI,Agricolândia,5123,2 - 5001 até 10000,2 - Nordeste
PI,Água Branca,17525,3 - 10001 até 20000,2 - Nordeste
PI,Alagoinha do Piauí,7678,2 - 5001 até 10000,2 - Nordeste
PI,Alegrete do Piauí,4921,1 - Até 5000,2 - Nordeste
PI,Alto Longá,14371,3 - 10001 até 20000,2 - Nordeste
PI,Altos,40681,4 - 20001 até 50000,2 - Nordeste
PI,Alvorada do Gurguéia,5469,2 - 5001 até 10000,2 - Nordeste
PI,Amarante,17609,3 - 10001 até 20000,2 - Nordeste
PI,Angical do Piauí,6779,2 - 5001 até 10000,2 - Nordeste
PI,Anísio de Abreu,9994,2 - 5001 até 10000,2 - Nordeste
PI,Antônio Almeida,3175,1 - Até 5000,2 - Nordeste
PI,Aroazes,5819,2 - 5001 até 10000,2 - Nordeste
PI,Aroeiras do Itaim,2551,1 - Até 5000,2 - Nordeste
PI,Arraial,4713,1 - Até 5000,2 - Nordeste
PI,Assunção do Piauí,7879,2 - 5001 até 10000,2 - Nordeste
PI,Avelino Lopes,11361,3 - 10001 até 20000,2 - Nordeste
PI,Baixa Grande do Ribeiro,11751,3 - 10001 até 20000,2 - Nordeste
PI,Barra DAlcântara,3953,1 - Até 5000,2 - Nordeste
PI,Barras,47298,4 - 20001 até 50000,2 - Nordeste
PI,Barreiras do Piauí,3356,1 - Até 5000,2 - Nordeste
PI,Barro Duro,7022,2 - 5001 até 10000,2 - Nordeste
PI,Batalha,26951,4 - 20001 até 50000,2 - Nordeste
PI,Bela Vista do Piauí,4044,1 - Até 5000,2 - Nordeste
PI,Belém do Piauí,3607,1 - Até 5000,2 - Nordeste
PI,Beneditinos,10479,3 - 10001 até 20000,2 - Nordeste
PI,Bertolínia,5512,2 - 5001 até 10000,2 - Nordeste
PI,Betânia do Piauí,6214,2 - 5001 até 10000,2 - Nordeste
PI,Boa Hora,6848,2 - 5001 até 10000,2 - Nordeste
PI,Bocaina,4509,1 - Até 5000,2 - Nordeste
PI,Bom Jesus,25584,4 - 20001 até 50000,2 - Nordeste
PI,Bom Princípio do Piauí,5670,2 - 5001 até 10000,2 - Nordeste
PI,Bonfim do Piauí,5700,2 - 5001 até 10000,2 - Nordeste
PI,Boqueirão do Piauí,6443,2 - 5001 até 10000,2 - Nordeste
PI,Brasileira,8364,2 - 5001 até 10000,2 - Nordeste
PI,Brejo do Piauí,3824,1 - Até 5000,2 - Nordeste
PI,Buriti dos Lopes,19832,3 - 10001 até 20000,2 - Nordeste
PI,Buriti dos Montes,8282,2 - 5001 até 10000,2 - Nordeste
PI,Cabeceiras do Piauí,10671,3 - 10001 até 20000,2 - Nordeste
PI,Cajazeiras do Piauí,3586,1 - Até 5000,2 - Nordeste
PI,Cajueiro da Praia,7704,2 - 5001 até 10000,2 - Nordeste
PI,Caldeirão Grande do Piauí,5786,2 - 5001 até 10000,2 - Nordeste
PI,Campinas do Piauí,5628,2 - 5001 até 10000,2 - Nordeste
PI,Campo Alegre do Fidalgo,5093,2 - 5001 até 10000,2 - Nordeste
PI,Campo Grande do Piauí,5987,2 - 5001 até 10000,2 - Nordeste
PI,Campo Largo do Piauí,7342,2 - 5001 até 10000,2 - Nordeste
PI,Campo Maior,46950,4 - 20001 até 50000,2 - Nordeste
PI,Canavieira,3938,1 - Até 5000,2 - Nordeste
PI,Canto do Buriti,21326,4 - 20001 até 50000,2 - Nordeste
PI,Capitão de Campos,11471,3 - 10001 até 20000,2 - Nordeste
PI,Capitão Gervásio Oliveira,4127,1 - Até 5000,2 - Nordeste
PI,Caracol,11009,3 - 10001 até 20000,2 - Nordeste
PI,Caraúbas do Piauí,5910,2 - 5001 até 10000,2 - Nordeste
PI,Caridade do Piauí,5102,2 - 5001 até 10000,2 - Nordeste
PI,Castelo do Piauí,19716,3 - 10001 até 20000,2 - Nordeste
PI,Caxingó,5477,2 - 5001 até 10000,2 - Nordeste
PI,Cocal,27901,4 - 20001 até 50000,2 - Nordeste
PI,Cocal de Telha,4908,1 - Até 5000,2 - Nordeste
PI,Cocal dos Alves,6180,2 - 5001 até 10000,2 - Nordeste
PI,Coivaras,4044,1 - Até 5000,2 - Nordeste
PI,Colônia do Gurguéia,6545,2 - 5001 até 10000,2 - Nordeste
PI,Colônia do Piauí,7665,2 - 5001 até 10000,2 - Nordeste
PI,Conceição do Canindé,4811,1 - Até 5000,2 - Nordeste
PI,Coronel José Dias,4688,1 - Até 5000,2 - Nordeste
PI,Corrente,26771,4 - 20001 até 50000,2 - Nordeste
PI,Cristalândia do Piauí,8350,2 - 5001 até 10000,2 - Nordeste
PI,Cristino Castro,10464,3 - 10001 até 20000,2 - Nordeste
PI,Curimatá,11461,3 - 10001 até 20000,2 - Nordeste
PI,Currais,4982,1 - Até 5000,2 - Nordeste
PI,Curralinhos,4475,1 - Até 5000,2 - Nordeste
PI,Curral Novo do Piauí,5390,2 - 5001 até 10000,2 - Nordeste
PI,Demerval Lobão,13862,3 - 10001 até 20000,2 - Nordeste
PI,Dirceu Arcoverde,7046,2 - 5001 até 10000,2 - Nordeste
PI,Dom Expedito Lopes,6940,2 - 5001 até 10000,2 - Nordeste
PI,Domingos Mourão,4352,1 - Até 5000,2 - Nordeste
PI,Dom Inocêncio,9574,2 - 5001 até 10000,2 - Nordeste
PI,Elesbão Veloso,14550,3 - 10001 até 20000,2 - Nordeste
PI,Eliseu Martins,4943,1 - Até 5000,2 - Nordeste
PI,Esperantina,39953,4 - 20001 até 50000,2 - Nordeste
PI,Fartura do Piauí,5330,2 - 5001 até 10000,2 - Nordeste
PI,Flores do Piauí,4461,1 - Até 5000,2 - Nordeste
PI,Floresta do Piauí,2561,1 - Até 5000,2 - Nordeste
PI,Floriano,60111,5 - 50001 até 100000,2 - Nordeste
PI,Francinópolis,5345,2 - 5001 até 10000,2 - Nordeste
PI,Francisco Ayres,4300,1 - Até 5000,2 - Nordeste
PI,Francisco Macedo,3216,1 - Até 5000,2 - Nordeste
PI,Francisco Santos,9423,2 - 5001 até 10000,2 - Nordeste
PI,Fronteiras,11690,3 - 10001 até 20000,2 - Nordeste
PI,Geminiano,5477,2 - 5001 até 10000,2 - Nordeste
PI,Gilbués,10698,3 - 10001 até 20000,2 - Nordeste
PI,Guadalupe,10496,3 - 10001 até 20000,2 - Nordeste
PI,Guaribas,4573,1 - Até 5000,2 - Nordeste
PI,Hugo Napoleão,3880,1 - Até 5000,2 - Nordeste
PI,Ilha Grande,9487,2 - 5001 até 10000,2 - Nordeste
PI,Inhuma,15330,3 - 10001 até 20000,2 - Nordeste
PI,Ipiranga do Piauí,9863,2 - 5001 até 10000,2 - Nordeste
PI,Isaías Coelho,8582,2 - 5001 até 10000,2 - Nordeste
PI,Itainópolis,11571,3 - 10001 até 20000,2 - Nordeste
PI,Itaueira,11037,3 - 10001 até 20000,2 - Nordeste
PI,Jacobina do Piauí,5718,2 - 5001 até 10000,2 - Nordeste
PI,Jaicós,19233,3 - 10001 até 20000,2 - Nordeste
PI,Jardim do Mulato,4522,1 - Até 5000,2 - Nordeste
PI,Jatobá do Piauí,4885,1 - Até 5000,2 - Nordeste
PI,Jerumenha,4443,1 - Até 5000,2 - Nordeste
PI,João Costa,3003,1 - Até 5000,2 - Nordeste
PI,Joaquim Pires,14396,3 - 10001 até 20000,2 - Nordeste
PI,Joca Marques,5488,2 - 5001 até 10000,2 - Nordeste
PI,José de Freitas,39457,4 - 20001 até 50000,2 - Nordeste
PI,Juazeiro do Piauí,5491,2 - 5001 até 10000,2 - Nordeste
PI,Júlio Borges,5653,2 - 5001 até 10000,2 - Nordeste
PI,Jurema,4790,1 - Até 5000,2 - Nordeste
PI,Lagoinha do Piauí,2870,1 - Até 5000,2 - Nordeste
PI,Lagoa Alegre,8610,2 - 5001 até 10000,2 - Nordeste
PI,Lagoa do Barro do Piauí,4658,1 - Até 5000,2 - Nordeste
PI,Lagoa de São Francisco,6795,2 - 5001 até 10000,2 - Nordeste
PI,Lagoa do Piauí,4086,1 - Até 5000,2 - Nordeste
PI,Lagoa do Sítio,5219,2 - 5001 até 10000,2 - Nordeste
PI,Landri Sales,5272,2 - 5001 até 10000,2 - Nordeste
PI,Luís Correia,30558,4 - 20001 até 50000,2 - Nordeste
PI,Luzilândia,25521,4 - 20001 até 50000,2 - Nordeste
PI,Madeiro,8372,2 - 5001 até 10000,2 - Nordeste
PI,Manoel Emídio,5352,2 - 5001 até 10000,2 - Nordeste
PI,Marcolândia,8590,2 - 5001 até 10000,2 - Nordeste
PI,Marcos Parente,4546,1 - Até 5000,2 - Nordeste
PI,Massapê do Piauí,6456,2 - 5001 até 10000,2 - Nordeste
PI,Matias Olímpio,10979,3 - 10001 até 20000,2 - Nordeste
PI,Miguel Alves,33901,4 - 20001 até 50000,2 - Nordeste
PI,Miguel Leão,1239,1 - Até 5000,2 - Nordeste
PI,Milton Brandão,6603,2 - 5001 até 10000,2 - Nordeste
PI,Monsenhor Gil,10563,3 - 10001 até 20000,2 - Nordeste
PI,Monsenhor Hipólito,7785,2 - 5001 até 10000,2 - Nordeste
PI,Monte Alegre do Piauí,10618,3 - 10001 até 20000,2 - Nordeste
PI,Morro Cabeça no Tempo,4527,1 - Até 5000,2 - Nordeste
PI,Morro do Chapéu do Piauí,6825,2 - 5001 até 10000,2 - Nordeste
PI,Murici dos Portelas,9258,2 - 5001 até 10000,2 - Nordeste
PI,Nazaré do Piauí,7307,2 - 5001 até 10000,2 - Nordeste
PI,Nazária,8632,2 - 5001 até 10000,2 - Nordeste
PI,Nossa Senhora de Nazaré,4911,1 - Até 5000,2 - Nordeste
PI,Nossa Senhora dos Remédios,8751,2 - 5001 até 10000,2 - Nordeste
PI,Novo Oriente do Piauí,6548,2 - 5001 até 10000,2 - Nordeste
PI,Novo Santo Antônio,3014,1 - Até 5000,2 - Nordeste
PI,Oeiras,37138,4 - 20001 até 50000,2 - Nordeste
PI,Olho DÁgua do Piauí,2477,1 - Até 5000,2 - Nordeste
PI,Padre Marcos,6879,2 - 5001 até 10000,2 - Nordeste
PI,Paes Landim,4124,1 - Até 5000,2 - Nordeste
PI,Pajeú do Piauí,3416,1 - Até 5000,2 - Nordeste
PI,Palmeira do Piauí,5029,2 - 5001 até 10000,2 - Nordeste
PI,Palmeirais,14633,3 - 10001 até 20000,2 - Nordeste
PI,Paquetá,3931,1 - Até 5000,2 - Nordeste
PI,Parnaguá,10846,3 - 10001 até 20000,2 - Nordeste
PI,Parnaíba,153863,6 - 100001 até 500000,2 - Nordeste
PI,Passagem Franca do Piauí,4331,1 - Até 5000,2 - Nordeste
PI,Patos do Piauí,6420,2 - 5001 até 10000,2 - Nordeste
